Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Blind Game,2006,125,6.45,14,Adventure,marathi
Bhooton Ka Honeymoon,2001,112,5,22,Horror,hindi
Janmasthanam,2014,139,5.7,134,"Action, Thriller",telugu
Urudhi Mozhi,1990,137.5,6.4,10,Unknown,tamil
En Nin Problemmu,2017,101,6.9,24,Drama,kannada
Anantaram,1987,125,7.6,181,Drama,malayalam
Shadi Shadi,1982,94,5.75,19.5,Animation,hindi
Ritu Vihaar,1954,126,6.9,24,Drama,hindi
Perfect Plan,2017,127,6.2,6,"Drama, Mystery, Thriller",hindi
Kaun Hamara,1947,137.5,6.4,10,Unknown,hindi
Mane Devru,1993,134,7.5,12,"Drama, Romance",kannada
Marujanma,2008,126,6.9,24,Drama,kannada
Mandhri Kochamma,1998,137.5,2.8,11,Unknown,malayalam
Santoshi Mata Vratha Mahatyam,1983,137.5,6.4,10,Unknown,telugu
Kanagavel Kaaka,2010,137,5.5,21,Action,tamil
Murali Krishnudu,1988,130,8.1,80,"Comedy, Romance",telugu
Udhaar Ki Zindagi,1994,126,5.8,127,Drama,hindi
Chaowa Pawa,2009,162,4.7,9,"Drama, Romance",bengali
16-Dec,2002,158,6.9,1223,"Action, Thriller",hindi
Sohni Kumharan,1960,130,6.6,10,Musical,punjabi
Pyar Ka Bandhan,1963,135,4.6,8,"Drama, Family, Romance",hindi
Rangila Mazdoor,1938,137.5,6.4,10,Unknown,hindi
Kalamati,1958,126,7.2,8,Drama,bengali
Ek Tukro Chand,2010,126,6.9,24,Drama,bengali
Panaimarakkadu,2018,126,6.9,24,Drama,tamil
Bhaijaan,1989,140,6.9,24,Drama,bengali
Dehati,1947,126,6.9,24,Drama,hindi
Ghatna,1974,120,6,32,Thriller,hindi
Chhuti,1967,119,7.1,10,Drama,bengali
Thottal Thodarum,2015,126,4.5,22,"Romance, Thriller",tamil
Gaana Bajaana,2010,134.5,6.7,10,"Comedy, Romance",kannada
Something Wrong,2021,110,5,22,Horror,hindi
Illantha Sandadi,1982,130,6.1,42,Comedy,telugu
Mental,2016,143,6.4,10,Unknown,telugu
Blue Oranges,2009,114,6.5,199,Mystery,hindi
Peterscott,1995,100,5.5,12,Thriller,malayalam
Kem Chho?,2020,142,7.5,85,Drama,gujarati
Veruli,2017,139,4.8,5,"Action, Thriller",tamil
Hitlar,1986,139,5.9,26,"Action, Thriller",punjabi
Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,2011,108,7.4,794,"Animation, Action, Adventure",hindi
Meru Malan,1985,143,6.8,8,Romance,gujarati
Jaala,2009,126,6.9,24,Drama,kannada
Sanjhi,1985,126,6.9,24,Drama,hindi
Ganga Chiloner Pankhi,1975,105,6.9,24,Drama,assamese
Arul Tharum Ayyappan,1987,135,6.9,24,Drama,tamil
Layaru Magalu,1963,137.5,4.8,6,Unknown,kannada
Karva,2016,108,7.3,552,"Horror, Thriller",kannada
Anthapuram,1999,137,7.5,36,"Action, Drama",tamil
The Icefall Doctor,2021,75,7.5,37.5,Documentary,nepali
Bahadur Jeevan,1948,137.5,6.4,10,Unknown,hindi
Mumbai Police,2013,145,8,5994,"Crime, Mystery, Thriller",malayalam
The Hero - Abhimanyu,2009,141.5,6,106,"Action, Crime, Drama",hindi
Devimalini,1955,126,6.9,24,Drama,bengali
Junkiri,2019,15,7.8,10,"Short, Drama",nepali
Jadui Jhoola,1935,137.5,6.4,10,Unknown,hindi
Bhale Dongalu,1976,130,8.2,37,Unknown,telugu
Ammayi Pelli,1974,143,6.4,10,Unknown,telugu
Desert Tears,2021,98,6.9,24,Drama,hindi
Pirangipura,2018,137,5.5,21,Action,kannada
Kaamaagni,1987,134,4.6,7,"Drama, Music",hindi
Devara Gedda Manava,1967,137.5,8.5,8,Unknown,kannada
Sindhanai Sei,2009,125,6,106,"Action, Crime, Drama",tamil
Meendum Oru Mariyathai,2020,119,4.4,20,Drama,tamil
Anupallavi,1979,126,6.9,24,Drama,malayalam
Ye Mothers,2010,90,6.7,10,"Biography, History",hindi
Hazaar Raaten,1953,137.5,6.4,10,Unknown,hindi
Operation Antha,1995,116,8.1,15,"Crime, Mystery",kannada
Turning Point,2018,142,6.2,20,"Action, Drama, Musical",hindi
Zebra Varakal,2020,126,6.9,24,Drama,malayalam
Tinhisanja,2009,126,6.9,24,Drama,marathi
143 Hyderabad,2013,,5.2,6,"Horror, Musical, Romance",telugu
Indu Engal Rajyam,1985,125,6.9,24,Drama,tamil
Bannada Neralu,2017,119,6.9,24,Drama,kannada
Ek Raaz,1963,132,6.8,30,Comedy,hindi
Thiri,2017,130,5.3,54,"Drama, Romance",tamil
Thiraipada Nagaram,2015,147,6.9,24,Drama,tamil
Kanya Dweep,1982,130,6.6,10,Musical,hindi
Bal Ganesh 3,2015,68,4.5,12,Animation,hindi
Udhaar,1949,126,8.9,9,Drama,hindi
Murai Maman,1995,140,5.8,6,Comedy,tamil
Hello? Kaun Hai!,2006,120,4.2,11,Thriller,hindi
Ek Kali Jo Khil Na Paai,1985,126,6.9,24,Drama,hindi
Anthu Inthu Preethi Banthu,2008,126,6.9,24,Drama,kannada
Pournami Thinkal,2019,22,6.9,24,Drama,malayalam
Naalu Mazhapaatakal,2009,7,7.8,10,"Short, Drama",malayalam
Manthan,1976,134,7.7,518,Drama,hindi
Ontore Ontore,1994,135,7.2,145,"Family, Romance",bengali
Glory - Go for the Goal,2019,114,6.7,270,"Drama, Sport",konkani
Aye Auto,1990,137,7.1,459,"Comedy, Romance",malayalam
Devon Mein Dev Shanidev,2007,114,5.95,17.5,Crime,hindi
Sir,1993,151,6.3,331,"Crime, Drama, Romance",hindi
Vaishakada Dinagalu,1993,137.5,6.4,10,Unknown,kannada
Qismet,1956,137.5,6.4,10,Unknown,urdu
Deepak Mahal,1940,127.5,5.7,17,"Action, Fantasy",hindi
Dil Kabaddi,2008,120,5.7,649,"Comedy, Drama",hindi
Jayeshbhai Jordaar,2021,130,6.1,42,Comedy,gujarati
Miss Anara,2007,126,6.9,24,Drama,hindi
2 Much,2002,130,6.1,42,Comedy,telugu
Poonilamazha,1997,134.5,4.9,10,"Comedy, Romance",malayalam
Baghdad Perazhagi,1974,164,7.15,12,History,tamil
Shisham,1952,132,6.6,25,"Drama, Family",hindi
Goodachari,2018,147,7.9,8334,"Action, Thriller",telugu
Tharattu Pattu,2013,5,8.2,11,"Short, Musical",malayalam
Snehamera Jeevitham,2017,122,8.3,93,Action,telugu
Zer To Pidhan Jani Jani,1972,127,6.9,24,Drama,gujarati
Kudiyiruntha Koyil,1968,136.5,8,44,"Drama, Music",tamil
Dushman Dost,1981,,7.1,8,"Adventure, Crime, Mystery",hindi
Khedan De Din Char,1962,137.5,6.4,10,Unknown,punjabi
Dil Toh Bacha Hai,2014,25,8,18,"Short, Comedy, Drama",urdu
Meghnad Badh,1979,119,7.15,12,History,bengali
Brahmachari Mogudu,1993,138,6.8,24,"Comedy, Drama",telugu
Ekhoni,1970,96,7.1,10,Drama,bengali
Nek Alba,1932,137.5,6.4,10,Unknown,hindi
Pyar Ho Gail Zahar,2019,155,6.9,24,Drama,bhojpuri
Pearle Maaney Show,2018,10,6.1,42,Comedy,malayalam
Anolkhi,1973,100,6.9,24,Drama,marathi
Thaha Chaina,2005,5,8.2,11,"Short, Musical",nepali
Tycoons: The Scam Story,2016,98,5.95,17.5,Crime,hindi
Sher Dill,1990,137.5,6.4,10,Unknown,punjabi
Dharam Chakra,1997,150,5.5,21,Action,hindi
Hosilu Mettida Hennu,1975,137.5,6.4,10,Unknown,kannada
Hawai Khautala,1946,137.5,6.4,10,Unknown,hindi
18-Apr,1984,153,6.8,50,Drama,malayalam
Abra,1992,137.5,6.4,10,Unknown,punjabi
Keikraan Meikkiran,2017,134.5,6.1,164,"Comedy, Romance",tamil
Manashanti,1969,130,6.6,10,Musical,kannada
Naqli Baap,1949,137,5.5,21,Action,hindi
Amguleechaalitham,2013,20,7.7,21,Short,malayalam
Hero Heroine,2019,125,8.6,7,Drama,telugu
Deadline: Sirf 24 Ghante,2006,102,6.3,577,"Crime, Thriller",hindi
Shri Krishna Leelalu,1935,199,6,6,"Musical, Family, Drama",telugu
Kilichundan Mampazham,2003,154,5.8,457,"Comedy, Romance",malayalam
Urangatha Sundary,1969,137.5,6.4,10,Unknown,malayalam
Lemon,2012,137.5,6.4,10,Unknown,telugu
Bhedi Trishul,1938,137.5,6.4,10,Unknown,hindi
Shopner Ghor,2018,158,6.4,17,"Drama, Horror",bengali
Monchora,2016,135,6.8,302,"Drama, Romance",bengali
Jawan Tey Medaan,1987,137.5,6.4,10,Unknown,punjabi
Prachin Kama Sutra,2003,96,6,32,Thriller,hindi
Ragged!!!,2011,20,6.4,8,"Short, Comedy",malayalam
Kumara Vijayam,1976,137.5,6.1,8,Unknown,tamil
Manchiki Maro Peru,1976,111,6.4,10,Unknown,telugu
Jeet Aur Jeewan,1986,126,6.9,24,Drama,hindi
Ayul Regai,2005,126,6.9,24,Drama,tamil
Kalamulla Kalam Varai,2004,126,6.9,24,Drama,tamil
Kaathu Karuppu,2019,112,5,22,Horror,tamil
Kisan,2006,132,6.7,270,"Drama, Sport",malayalam
Traataka,2018,127,7.8,31,"Crime, Thriller",kannada
Patli Kamar Lambe Baal,2004,83,4.8,6,Drama,hindi
Brahm,2021,100,6.9,24,Drama,marathi
Saptami,1997,126,6.9,24,Drama,bengali
Cinema Paithiyam,1975,131,6.3,30,"Comedy, Drama",tamil
Mandharam,2018,137,4.1,132,"Drama, Romance",malayalam
Shashaa Tirupati: Onnum Mindathe,2019,4,8,17,"Short, Music",malayalam
Andolan Ek Suruvat Ek Shevat,2014,137,5.5,21,Action,marathi
Andhon Ki Duniya,1947,126,6.9,24,Drama,hindi
Sneham Oru Pravaaham,1981,137.5,6.4,10,Unknown,malayalam
Gujjar da Kharak,2007,137.5,6.4,10,Unknown,punjabi
Baat Sai Rau,2017,5,8,17,"Short, Music",assamese
Subah Hone Tak,1988,126,6.9,24,Drama,hindi
Sarkar Dada,2005,131,2.9,86,"Action, Comedy",malayalam
Amrutha Varshini,1997,147,8.3,182,"Drama, Romance",kannada
Aal Marattam,1978,137.5,6.4,10,Unknown,malayalam
Sesh Upahar,2001,127,6.6,61,"Crime, Drama",assamese
Nee Premakai,2002,133,6.2,31,Romance,telugu
Horror Stories(Bengali),2021,112,5,22,Horror,bengali
Yeh Hai Lollipop,2016,130,6,35,Comedy,hindi
Rallalo Neeru,2020,105,6.9,24,Drama,telugu
Kattappava Kanom,2017,125,5.1,114,Comedy,tamil
Doosara Aadmi,1977,137,7.1,164,"Drama, Family, Romance",hindi
Anaganaga O Athidhi,2020,92,6.6,222,"Drama, Thriller",telugu
Mera Gaon,1942,137.5,6.4,10,Unknown,hindi
Mera Naam Johar,1968,160,5.8,11,"Comedy, Drama",hindi
Richie,2017,111,5.3,735,"Action, Crime",tamil
Bhanvara,1944,137.5,6.4,10,Unknown,hindi
Chand Tara,1945,130,6.1,42,Comedy,hindi
47 to 84: Hun Main Kisnu Watan Kahunga,2014,128,5.1,16,Drama,punjabi
Chaani,1977,136,7.7,26,Drama,marathi
Zinga,2021,,,,"Adventure, Fantasy, Sci-Fi",telugu
Swami Streer Wada,2009,132,6.7,9,"Drama, Family",bengali
Money Talks,2019,75,7.5,37.5,Documentary,nepali
Maharajasri Mayagadu,1988,126,5.4,10,Drama,telugu
Veryam,1981,,,,"Action, Biography, Family",punjabi
Pratima Aur Payal,1977,130,6.6,10,Musical,hindi
Galli bakery,2018,150,6.9,24,Drama,kannada
The Only Way,1993,50,6.4,10,Unknown,urdu
Rajavukku Check,2020,129,5.9,96,Drama,tamil
Itni Si Baat,1981,138,6.9,71,"Comedy, Family",hindi
Heda Hoda,2003,126,6.9,24,Drama,hindi
Muktapren,1986,136,6.9,24,Drama,bengali
Eyy,2014,120,5.5,21,Action,telugu
A Documentary,2018,34,8.2,9.5,Short,urdu
Mayar Badhon,1997,126,6.9,24,Drama,bengali
Sarai veeraju,2009,141,6.9,24,Drama,telugu
Angadhudu,1982,130,6.6,10,Musical,telugu
Vedham,2017,112,6.9,24,Drama,malayalam
Sivapuranam,2015,75,6.6,41,Drama,tamil
Continuum,2007,15,7.8,10,"Short, Drama",malayalam
Bhagshesh: The Remainder,2018,111,6.2,23,"Drama, Family",bengali
Jeevacha Sakha,1948,134.5,6.75,52.5,"Crime, Drama, Romance",marathi
Jai Swadesh,1940,137.5,6.4,10,Unknown,hindi
Mohabbat Ki Koi Dawa Nahin,1978,133,6.2,31,Romance,hindi
Nanna Thamma,1970,137.5,8.2,10,Unknown,kannada
Crimes & Misdemeanors,2019,82,7.5,37.5,Documentary,urdu
Aaradi,2017,100,6.9,24,Drama,malayalam
Arutperunjothi,1971,126,7.6,19,Biography,tamil
Vettah,2016,112,6.8,1103,"Crime, Mystery, Thriller",malayalam
Kala Bazar,1975,137,5.5,21,Action,hindi
Raj Rani,1950,137.5,6.4,10,Unknown,hindi
Rishyashringar,1941,172,6.4,10,Unknown,tamil
Chura Liyaa Hai Tumne,2003,143,3.7,460,"Action, Drama, Mystery",hindi
Bipin Choudhurir Smritibhram,2012,126,7.9,7,Drama,bengali
Teri Maang Sitaron Se Bhar Doon,1982,155,5,10,Family,hindi
Patri Boys,2018,126,6.9,24,Drama,marathi
Naadi Thudikuthadi,2020,126,6.9,24,Drama,tamil
Rightaa Thappaa,2005,126,6.9,24,Drama,tamil
Swarg Yahan Narak Yahan,1991,141.5,6.3,62,"Action, Crime, Drama",hindi
Ivan Thanthiran,2017,114,6.3,553,"Action, Comedy",tamil
Naukar Rani,2019,6,7.95,13.5,"Short, Comedy",urdu
Darmiyaan: In Between,1997,128,7.3,59,Drama,assamese
Andhadhi,2015,130,5.6,21,Mystery,tamil
Singapuradali Shambulinga,2007,126,6.9,24,Drama,kannada
Nalla Neram,1972,163,6.8,28,Unknown,tamil
Piya Ghar Aja,1947,137.5,6.4,10,Unknown,hindi
Adrishyam,2015,6,8,7,"Short, Sci-Fi",malayalam
Bharyayum Kamukiyum,1978,137.5,6.4,10,Unknown,malayalam
Ranbanka,2015,98,3.6,119,Action,hindi
Aap Se Pyar Hain,1994,133,6.2,31,Romance,hindi
Pretham 2,2018,133,5.4,507,"Comedy, Horror, Mystery",malayalam
Enaaya,2019,25,8.4,6992,Drama,urdu
Daaku,1975,139,5.6,8,"Action, Thriller",hindi
Ye Rojaithy Chusaano,2017,133,6.2,31,Romance,telugu
Kuchh Kaha Aapne..,2004,133,6.2,31,Romance,hindi
Journey of a Dream: A Biopic,2017,40,8.2,9,"Documentary, Short, Biography",urdu
Sakahigopal,1949,137.5,6.4,10,Unknown,bengali
David,2013,155,6.2,2584,"Action, Crime, Drama",tamil
Nodir Kul Nai,2019,21,8.4,9,"Documentary, Short",assamese
Baddi Magan Lifeu,2019,118,6.9,24,Drama,kannada
Big B,2007,130,7.6,2835,"Action, Crime, Thriller",malayalam
Mannadiar Penninu Chenkotta Checkan,1997,130,5.7,87,Comedy,malayalam
Run Raja Run,2014,137,7.4,1224,"Comedy, Drama, Thriller",telugu
Lutera Aur Jadugar,1968,135.5,6.6,15,Fantasy,hindi
Norsk Couscous (Norwegian Couscous),2021,7,8.5,16.5,"Short, Romance",urdu
Shunyota,2017,94,6.9,24,Drama,bengali
Sasura Zindabad,2021,124,6.5,18,Family,bhojpuri
Faraad,1977,137.5,6.4,10,Unknown,punjabi
Ganga Kinare Mora Gaon,1983,136,8,16,"Drama, Romance",bhojpuri
Udanchhoo,2018,123,3.5,43,Comedy,hindi
March Randam Vyazham,2019,118,6.9,24,Drama,malayalam
Life Ki Toh Lag Gayi,2012,155,5.3,255,"Action, Comedy",hindi
R.I.P.,2018,120,8.3,2999,"Comedy, Drama",malayalam
Pandavas 5,2013,94,6.1,8,Animation,hindi
Heart Attack,2014,142,5.3,657,"Action, Romance",telugu
1993 Bombay March 12,2011,131,5.6,202,"Action, Family, Mystery",malayalam
Mukhyamantri,1996,117,6,15,Drama,bengali
Shundor Bou,1999,126,6.9,24,Drama,bengali
Kanchan Aur Ganga,1982,137.5,6.4,10,Unknown,hindi
Sakhi Robin,1962,126,6.9,24,Drama,hindi
The Killers,1969,137,5.5,21,Action,hindi
Thaskara Lahala,2010,107,2.8,9,"Comedy, Drama",malayalam
Zara Si Bhool A Small Mistake,2015,120,6.05,15,Mystery,hindi
Rubiks Game Malayalam,2014,15,7.45,15.5,"Short, Thriller",malayalam
Music Zone,2007,25,6.6,8,Music,urdu
Romeo Ranjha,2014,144,4.7,81,"Action, Comedy, Romance",punjabi
Manavoori Pandavulu,1978,152,8.1,69,Drama,telugu
Laati,1992,135,5.6,84,"Action, Romance",telugu
Thrissivaperoor Kliptham,2017,139,6.9,973,Comedy,malayalam
Tann Mann Aur Dhan,2016,114,5.95,17.5,Crime,hindi
Daku Mansoor,1961,137,5.5,21,Action,hindi
Mai Super King Don Hu,2019,153,6.9,24,Drama,bhojpuri
Dilli 1984,2014,157,6.9,24,Drama,punjabi
Chithirayil Nilachoru,2013,126,3.9,9,Drama,tamil
Amara,2014,131,6.9,24,Drama,tamil
Janapriyan,2011,150,6.4,219,"Drama, Family, Musical",malayalam
Gojiri,2007,123,7.9,26,"Drama, Romance",marathi
Alli,1969,142,6.9,24,Drama,tamil
Phor De,2015,,,,"Music, Sport",urdu
I Love Julie,2002,120,6,32,Thriller,hindi
Tawaif Ki Beti,1988,126,6.9,24,Drama,hindi
Megam,2008,126,6.9,24,Drama,tamil
Mon Bhange Aaina,2013,114,6.9,24,Drama,bengali
Beedhi Basavanna,1967,137.5,7.9,9,Unknown,kannada
Pasupu Thadu,1980,127,6.9,24,Drama,telugu
Naan Sollum Rahasiyam,1959,137.5,6.4,10,Unknown,tamil
Daroga Ji Chori Ho Gail,2008,135,5.4,416,"Action, Comedy",bhojpuri
Streedhan,1984,124,6.5,18,Family,marathi
Prana Mithrulu,1967,177,6.9,24,Drama,telugu
Chatur Balak,1963,137.5,6.4,10,Unknown,hindi
Agniyanu Njan Agni,1986,137.5,6.4,10,Unknown,malayalam
Vaddante Pelli,1988,137.5,5.8,8,Unknown,telugu
Gaddappana Duniya,2018,94,6.1,42,Comedy,kannada
Hello,2008,129,3.3,1900,"Drama, Romance",hindi
Kagitha Kappal,2016,125,6.9,24,Drama,tamil
Holy Cow,2021,130,6.1,42,Comedy,hindi
Maman Magal,1995,152,6,48,"Comedy, Drama, Romance",tamil
Neechal Kulam,1979,126,6.9,24,Drama,tamil
Gazi Diler,1936,137.5,6.4,10,Unknown,hindi
MaroMallupu,1982,126,6.9,24,Drama,telugu
Ranga the Donga,2010,144,4.3,31,"Action, Drama",telugu
Pavizha Mutthu,1980,137.5,6.4,10,Unknown,malayalam
Mr.Chef,2020,126,6.9,24,Drama,tamil
Thiruvalar Panchankam,2020,113,6.1,164,"Comedy, Romance",tamil
Panam Kaikum Maram,2019,120,6.9,24,Drama,tamil
Husn: Love and Betrayal,2006,130,6,32,Thriller,hindi
Ente Nandinikkutty,1984,137.5,6.4,10,Unknown,malayalam
Noorondu Bagilu,2011,131,6.05,15,Mystery,kannada
Thadavara,1981,137.5,6.7,6,Unknown,malayalam
Jagga Jasoos,2017,161,6.5,9287,"Action, Adventure, Comedy",hindi
Rahasyam Parama Rahasyam,1988,119,6.6,282.5,"Crime, Drama, Mystery",malayalam
Archana Aaradhana,1985,137.5,6.4,10,Unknown,malayalam
Andha Kuyil Needhana,2016,136,6.9,24,Drama,tamil
Alludu Kosam,1987,120,6.9,24,Drama,telugu
Black Commando,1994,137,5.5,21,Action,hindi
Onde Ondu Saari,2011,126,6.9,24,Drama,kannada
Oru Naal Innoru Naal,1985,117,6.4,10,Unknown,malayalam
Hero Hitler in Love,2011,144,4,106,"Action, Comedy, Romance",punjabi
Ghar Pe Bataao,2021,72,9.2,8,Drama,hindi
Simha Soppanam,1984,137.5,6.4,10,Unknown,tamil
Kanchan Ane Ganga,1978,137.5,6.4,10,Unknown,gujarati
Chaamp,2017,120,6.5,576,Sport,bengali
Kadhale Engal Desiya Geetham,2004,126,6.9,24,Drama,tamil
Sone Ka Dil Lohe Ke Haath,1978,137,6.5,8,Action,hindi
"Bornodi Bhotiai: Love, by the River",2019,120,8.8,40,"Drama, Mystery, Romance",assamese
Sathyam Thavarathe,1968,145,6.4,10,Unknown,tamil
Ekka Saka,2015,137.5,7.6,30,Unknown,tulu
Kahan Tak Aasmaan Hai,1984,137.5,6.4,10,Unknown,hindi
Aagey Se Right,2009,117,5,378,"Comedy, Crime, Drama",hindi
Neelagiri,1991,146,5.1,73,"Action, Crime, Drama",malayalam
Animal,2022,144,6,77,"Action, Drama",hindi
Janwar,1985,137.5,6.4,10,Unknown,urdu
Court of God,2017,11.5,8.7,15,"Short, Mystery",malayalam
Anal Kaatru,1982,137.5,6.4,10,Unknown,tamil
Lagda Ishq Ho Gaya,2009,150,4.4,12,Romance,punjabi
Shaadi Ka Laddoo,2004,130,5.1,97,Comedy,hindi
Mukherjee Dar Bou,2019,127,7.9,418,"Drama, Family",bengali
Sotter Mrittu Nei,1996,126,7.9,298,Drama,bengali
Teen Bahuraniyan,1968,160,6.8,51,Comedy,hindi
Snehikkan Oru Pennu,1978,137.5,6.4,10,Unknown,malayalam
Jia aur Jia,2017,93,4.5,166,Drama,hindi
Neeli,2006,50,6.9,24,Drama,urdu
Pumpapur Ki Ramleela,2015,126,6.9,24,Drama,hindi
Aseema: Beyond Boundaries,2009,136,5.1,17,"Drama, Romance",hindi
Censor,2001,165,3.6,120,Drama,hindi
Akasha Gopuram,2008,136,4.5,131,"Drama, Romance",malayalam
Ulahana,1978,133,6.2,31,Romance,hindi
Ini Varum Kaalam,2008,135,6.9,24,Drama,tamil
Maa Baap Thi Motu Koi Nathi,2019,135,6.9,24,Drama,gujarati
Swasthik,1998,140,8.3,35,"Action, Crime, Thriller",kannada
Lisa,1978,136,6.4,22,"Drama, Horror, Musical",malayalam
Pyar Ki Baazi,1967,133,6.2,31,Romance,hindi
Mantramugdhu,1949,126,7.1,8,Drama,bengali
Harano Din,1961,126,8,15,Drama,bengali
Raqs-e-Inquilab,2019,29,8.6,14,"Documentary, Short",urdu
Shankar Shambu,1999,137,5.5,21,Action,hindi
Veendum Vasantham,1975,137.5,6.4,10,Unknown,malayalam
Ab... Bas!,2004,137,3.4,74,"Romance, Thriller",hindi
Maha-Yuddh,1998,88,5.5,21,Action,hindi
Aadu Puli Aatam,2006,126,6.9,24,Drama,tamil
Ashoka Chakravarthy,1989,153,5.7,6,Unknown,telugu
Xaare Aasu,2015,5,8,17,"Short, Music",assamese
Hawaa,2019,110,7,274,Crime,telugu
Ee Chaduvulu Makkodu,1984,126,6.9,24,Drama,telugu
Manmandir,2002,137.5,8.6,5,Unknown,nepali
Jeevithame Oka Natakam,1977,137.5,6.4,10,Unknown,telugu
Tolichupulone,2003,137.5,5,7,Unknown,telugu
Jaan Ki Baazi,1985,139,4.6,41,Action,hindi
Krishna Pakshakkilikal,2002,137.5,6.4,10,Unknown,malayalam
Errodu,1995,126,6.9,24,Drama,telugu
Kalikaalam,2012,126,6.9,24,Drama,malayalam
Ghatak,2006,135,7.2,88,"Action, Drama, Musical",bengali
Hindustani Sipahi,2002,128,6,6,Action,hindi
The Telephone,2001,130,6.1,42,Comedy,hindi
Shamsher Shankar,1982,137.5,4.8,9,Unknown,telugu
Soongava,2012,85,6.6,104,"Drama, Romance",nepali
Saamy Square,2018,156,4.5,1223,Action,tamil
Ma Yesto Geet Gaauchu,2017,130,6.8,50,"Musical, Romance",nepali
Maans,2020,15,7.8,10,"Short, Drama",rajastani
Annanukku Jai,1989,137.5,6.4,10,Unknown,tamil
Shuorani Duorani,1968,119,7.8,728,"Family, Fantasy",bengali
Painjan,1995,126,6.9,24,Drama,marathi
Mr. John,1959,125.5,6.1,95,"Comedy, Crime",hindi
Khrudha,2020,15,7.45,15.5,"Short, Thriller",malayalam
Bikhray Moti,2020,126,6.9,24,Drama,urdu
Fools,2003,138,2.4,15,"Comedy, Drama, Romance",telugu
Ente Hridhayathinte Utama,2002,137.5,3.8,6,Unknown,malayalam
Nagara,2015,137.5,6.4,10,Unknown,punjabi
Raktatilak,1974,154,6.9,11,"Action, Crime, Drama",bengali
Chakkarbazz,2020,126,6.9,24,Drama,gujarati
Yaare Neenu Cheluve,1998,133,7.9,23,Romance,kannada
Njan Marykutty,2018,126,7.1,490,Drama,malayalam
Madanakamarajan,1941,137.5,6.4,10,Unknown,tamil
Ranchi,2020,126,6.9,24,Drama,kannada
Raaste Pyar Ke,1982,132,4.3,13,"Drama, Family",hindi
Lupt,2018,110,5.5,2044,"Horror, Thriller",hindi
One Two Ka One,2006,130,7,6,Comedy,urdu
Problem House,2009,126,6.9,24,Drama,urdu
Daddy Cool Munde Fool,2013,134.5,6.2,286,"Comedy, Romance",punjabi
Mangamma Gari Manavadu,1984,129,6.3,102,Drama,telugu
Saagasam,2016,134,4.1,115,Action,tamil
Alpha Beta Gamma,2021,124,6.3,94,"Comedy, Drama",hindi
Chinnadana Nee Kosam,2014,155,5.3,368,"Drama, Romance",telugu
Soon Majhi Bhagyachi,2007,126,6.9,24,Drama,marathi
Sukhamayirikkatte,2016,126,6.9,24,Drama,malayalam
Rajahamsa,1998,133,4.9,13,Romance,telugu
Bedari,1957,,7.4,8,"Action, History, War",urdu
Kalyana Oorvalam,1970,116,6.4,10,Unknown,tamil
Gulabi Talkies,2008,122,7.8,80,Drama,kannada
Mohabbath,2011,138,3.8,8,"Drama, Romance",malayalam
Bodhi,,100,6.7,61.5,"Drama, Romance",marathi
Srivari Sobhanam,1985,130,7.6,12,Comedy,telugu
Her Nights,2002,120,6,32,Thriller,hindi
Man Jeete Jag Jeet,1973,141.5,5.4,20,"Action, Crime, Drama",punjabi
Gotro,2019,126,7,466,Drama,bengali
Abak Kando,2018,126,6.9,24,Drama,bengali
Gora Kumbhar,1942,137.5,6.4,10,Unknown,hindi
Ziddi Gujjar,1994,137.5,6.4,10,Unknown,punjabi
Kapadam,2018,10,8.7,15,"Short, Mystery",malayalam
Stunttman,1994,148,5.1,19,"Action, Drama, Romance",hindi
Raja Parampara,1977,137.5,6.4,10,Unknown,malayalam
Suranga Mhantyat Mala,1967,137.5,6.4,10,Unknown,marathi
Shri Krishna Bhakta Narsi,1993,126,6.9,24,Drama,hindi
Love Sasha,2017,133,6.9,16,Romance,nepali
Biriyaani,2019,95,7,163,Drama,malayalam
Oththigai,2011,137,5.5,21,Action,tamil
Deira Diaries,2021,128,6.7,21,Drama,malayalam
Allari Mogudu,1992,104,5.5,212,"Drama, Comedy",telugu
Aalasyam,1990,137.5,6.4,10,Unknown,malayalam
Priyamanavale,2000,169,6.9,1269,"Drama, Romance",tamil
Jaanwar - on the Alert,2008,137,5.5,21,Action,hindi
Antarleen,2016,92,6.9,24,Drama,bengali
Huliya Halina Mevu,1979,174,8.4,50,"Drama, History",kannada
Bhagavantudu,2009,127,6.9,24,Drama,telugu
Adiyozhukkukal,1984,135,7.4,80,Drama,malayalam
Aalathoorile Ethiri Vettam,2018,137,5.5,21,Action,malayalam
Ghazab,1982,162,6.8,135,"Action, Comedy, Drama",hindi
Raate Ke Andhere Mein,1969,138,6,32,Thriller,hindi
Rati Chakravyuh,2013,106,6.8,11,Drama,bengali
Aravindha Sametha,2018,162,7.6,7097,"Action, Drama",telugu
Kandan Karunai,1967,149,7.1,65,Unknown,tamil
Manasilloru Manimuthu,1986,137.5,6.9,8,Unknown,malayalam
Varikkuzhiyile Kolapathakam,2019,120,6.5,475,"Comedy, Mystery, Thriller",malayalam
Beach Road Chetan,2019,137,7.3,65,"Action, Drama, Sci-Fi",telugu
Thenum Palum,1971,137.5,5.6,5,Unknown,tamil
